Symbol,Total Return,Annualized Return,Annualized Volatility,Max Drawdown,Sharpe Ratio,Final Portfolio Value,Initial Portfolio Value
GCUSD,0.08648999999999996,2.206950634170387,0.47268344628301634,0.11453918519520155,2.241907650795374,108649.0,100000.0
KEUSX,0.07390000000000008,1.83388183324504,0.3089348086965962,0.07051599039766955,3.2729642110984134,107390.0,100000.0
CLUSD,-0.003823000000000021,-0.052386650503385646,0.18747915520091768,0.04407815247394423,-0.1524366642409653,99617.7,100000.0
CTUSX,0.05468000000000006,1.1766749571636743,0.2534697800695559,0.07724420985404888,2.770376783085559,105468.0,100000.0
SBUSX,0.000320000000000098,0.006897875811542997,0.07015609875311053,0.01738669181352036,-0.7315194190271384,100032.0,100000.0
NGUSD,-0.00915699999999997,-0.12122890539932774,0.01506829168728062,0.010254847091745012,-6.9843350738453935,99084.3,100000.0
ALIUSD,0.01966000000000001,0.3623075237421971,0.31373317709698223,0.10985828166519043,0.7051557387941669,101966.0,100000.0
ZSUSX,0.06067,1.3644382163536184,0.4194566839175821,0.0965675221017216,1.9669136618329934,106067.0,100000.0
