Timestamp,Close,PortfolioValue,TradeDirection,PositionSize
2024-02-20 05:30:00,22.31,100000,-1,1227.13
2024-02-20 06:00:00,22.33,99975.5,,
2024-02-20 06:30:00,22.43,99852.7,,
2024-02-20 07:00:00,22.45,99828.2,,
2024-02-20 07:30:00,22.44,99840.5,,
2024-02-20 08:00:00,22.3,100012,,
2024-02-20 08:30:00,22.27,100049,,
2024-02-20 09:00:00,22.24,100086,,
2024-02-20 09:30:00,22.09,100270,-1,1227.13
2024-02-20 10:00:00,22.1,100270,,
2024-02-20 10:30:00,22.01,100270,,
2024-02-20 11:00:00,22.13,100270,,
2024-02-20 11:30:00,22.29,100270,-1,1315.53
2024-02-20 12:00:00,22.21,100375,,
2024-02-20 12:30:00,22.26,100309,,
2024-02-21 03:30:00,21.97,100691,-1,1315.53
2024-02-21 04:00:00,22.02,100691,,
2024-02-21 04:30:00,22.01,100691,,
2024-02-21 05:00:00,22.08,100691,,
2024-02-21 05:30:00,22.13,100691,-1,1130.66
2024-02-21 06:00:00,22.08,100747,,
2024-02-21 06:30:00,22.11,100714,,
2024-02-21 07:00:00,22.1,100725,,
2024-02-21 07:30:00,22.1,100725,,
2024-02-21 08:00:00,22.05,100781,,
2024-02-21 08:30:00,22.14,100680,-1,1130.66
2024-02-21 09:00:00,22.15,100680,,
2024-02-21 09:30:00,22.17,100680,,
2024-02-21 10:00:00,22.16,100680,,
2024-02-21 10:30:00,22.22,100680,,
2024-02-21 11:00:00,22.4,100680,,
2024-02-21 11:30:00,22.21,100680,,
2024-02-21 12:00:00,22.3,100680,,
2024-02-21 12:30:00,22.32,100680,,
2024-02-22 03:30:00,22.27,100680,,
2024-02-22 04:00:00,22.19,100680,,
2024-02-22 04:30:00,22.1,100680,-1,1241.07
2024-02-22 05:00:00,22.2,100556,-1,1241.07
2024-02-22 05:30:00,22.11,100556,-1,1405.66
2024-02-22 06:00:00,22.14,100513,,
2024-02-22 06:30:00,22.09,100584,,
2024-02-22 07:00:00,22.04,100654,,
2024-02-22 07:30:00,21.96,100766,,
2024-02-22 08:00:00,21.65,101202,-1,1405.66
2024-02-22 08:30:00,21.71,101202,,
2024-02-22 09:00:00,21.66,101202,,
2024-02-22 09:30:00,21.83,101202,,
2024-02-22 10:00:00,21.86,101202,,
